"","date","d18Op","lat","lon"
"107",2000-04-16,-2.37657284736633,48.1556283354368,15.9375
"108",2000-04-17,-1.26725673675537,48.1556283354368,15.9375
"109",2000-04-18,NA,48.1556283354368,15.9375
"110",2000-04-19,NA,48.1556283354368,15.9375
"111",2000-04-20,NA,48.1556283354368,15.9375
"112",2000-04-21,NA,48.1556283354368,15.9375
"113",2000-04-22,NA,48.1556283354368,15.9375
"114",2000-04-23,NA,48.1556283354368,15.9375
"115",2000-04-24,-0.817831099033356,48.1556283354368,15.9375
"116",2000-04-25,-9.60177898406982,48.1556283354368,15.9375
"117",2000-04-26,NA,48.1556283354368,15.9375
"118",2000-04-27,NA,48.1556283354368,15.9375
"119",2000-04-28,NA,48.1556283354368,15.9375
"120",2000-04-29,-4.2924370765686,48.1556283354368,15.9375
"121",2000-04-30,NA,48.1556283354368,15.9375
"122",2000-05-01,-3.28693413734436,48.1556283354368,15.9375
"123",2000-05-02,NA,48.1556283354368,15.9375
"124",2000-05-03,NA,48.1556283354368,15.9375
"125",2000-05-04,-2.7245466709137,48.1556283354368,15.9375
"126",2000-05-05,-6.40000438690186,48.1556283354368,15.9375
"127",2000-05-06,-2.04493141174316,48.1556283354368,15.9375
"128",2000-05-07,NA,48.1556283354368,15.9375
"129",2000-05-08,NA,48.1556283354368,15.9375
"130",2000-05-09,NA,48.1556283354368,15.9375
"131",2000-05-10,NA,48.1556283354368,15.9375
"132",2000-05-11,NA,48.1556283354368,15.9375
"133",2000-05-12,1.94111442565918,48.1556283354368,15.9375
"134",2000-05-13,-5.07503223419189,48.1556283354368,15.9375
"135",2000-05-14,NA,48.1556283354368,15.9375
"136",2000-05-15,NA,48.1556283354368,15.9375
"137",2000-05-16,NA,48.1556283354368,15.9375
"138",2000-05-17,NA,48.1556283354368,15.9375
"139",2000-05-18,-2.95846629142761,48.1556283354368,15.9375
"140",2000-05-19,-0.0588277466595173,48.1556283354368,15.9375
"141",2000-05-20,0.753641426563263,48.1556283354368,15.9375
"142",2000-05-21,NA,48.1556283354368,15.9375
"143",2000-05-22,-0.545564711093903,48.1556283354368,15.9375
"144",2000-05-23,NA,48.1556283354368,15.9375
"145",2000-05-24,NA,48.1556283354368,15.9375
"146",2000-05-25,NA,48.1556283354368,15.9375
"147",2000-05-26,NA,48.1556283354368,15.9375
"148",2000-05-27,0.50804078578949,48.1556283354368,15.9375
"149",2000-05-28,0.361771881580353,48.1556283354368,15.9375
"150",2000-05-29,-1.53789389133453,48.1556283354368,15.9375
"151",2000-05-30,-6.36140251159668,48.1556283354368,15.9375
"152",2000-05-31,-3.4852614402771,48.1556283354368,15.9375
"153",2000-06-01,NA,48.1556283354368,15.9375
"154",2000-06-02,NA,48.1556283354368,15.9375
"155",2000-06-03,NA,48.1556283354368,15.9375
"156",2000-06-04,NA,48.1556283354368,15.9375
"157",2000-06-05,NA,48.1556283354368,15.9375
"158",2000-06-06,NA,48.1556283354368,15.9375
"159",2000-06-07,-3.25083780288696,48.1556283354368,15.9375
"160",2000-06-08,NA,48.1556283354368,15.9375
"161",2000-06-09,NA,48.1556283354368,15.9375
"162",2000-06-10,NA,48.1556283354368,15.9375
"163",2000-06-11,NA,48.1556283354368,15.9375
"164",2000-06-12,NA,48.1556283354368,15.9375
"165",2000-06-13,NA,48.1556283354368,15.9375
"166",2000-06-14,NA,48.1556283354368,15.9375
"167",2000-06-15,-6.31833124160767,48.1556283354368,15.9375
"168",2000-06-16,-2.9686267375946,48.1556283354368,15.9375
"169",2000-06-17,NA,48.1556283354368,15.9375
"170",2000-06-18,NA,48.1556283354368,15.9375
"171",2000-06-19,NA,48.1556283354368,15.9375
"172",2000-06-20,NA,48.1556283354368,15.9375
"173",2000-06-21,NA,48.1556283354368,15.9375
"174",2000-06-22,NA,48.1556283354368,15.9375
"175",2000-06-23,0.669884920120239,48.1556283354368,15.9375
"176",2000-06-24,-0.123329065740108,48.1556283354368,15.9375
"177",2000-06-25,-2.34974598884583,48.1556283354368,15.9375
"178",2000-06-26,-0.913217782974243,48.1556283354368,15.9375
"179",2000-06-27,-4.81226634979248,48.1556283354368,15.9375
"180",2000-06-28,-3.4711058139801,48.1556283354368,15.9375
"181",2000-06-29,NA,48.1556283354368,15.9375
"182",2000-06-30,-4.49952030181885,48.1556283354368,15.9375
"183",2000-07-01,NA,48.1556283354368,15.9375
"184",2000-07-02,NA,48.1556283354368,15.9375
"185",2000-07-03,NA,48.1556283354368,15.9375
"186",2000-07-04,NA,48.1556283354368,15.9375
"187",2000-07-05,NA,48.1556283354368,15.9375
"188",2000-07-06,NA,48.1556283354368,15.9375
"189",2000-07-07,NA,48.1556283354368,15.9375
"190",2000-07-08,-4.51131963729858,48.1556283354368,15.9375
"191",2000-07-09,-5.31629371643066,48.1556283354368,15.9375
"192",2000-07-10,-1.11330723762512,48.1556283354368,15.9375
"193",2000-07-11,-4.77606439590454,48.1556283354368,15.9375
"194",2000-07-12,-11.7425270080566,48.1556283354368,15.9375
"195",2000-07-13,-10.1129350662231,48.1556283354368,15.9375
"196",2000-07-14,-7.25004434585571,48.1556283354368,15.9375
"197",2000-07-15,-7.73821401596069,48.1556283354368,15.9375
"198",2000-07-16,-6.26526117324829,48.1556283354368,15.9375
"199",2000-07-17,-3.13949108123779,48.1556283354368,15.9375
"200",2000-07-18,-3.03568649291992,48.1556283354368,15.9375
"201",2000-07-19,-0.663637280464172,48.1556283354368,15.9375
"202",2000-07-20,-4.57307767868042,48.1556283354368,15.9375
"203",2000-07-21,NA,48.1556283354368,15.9375
"204",2000-07-22,-2.57692694664001,48.1556283354368,15.9375
"205",2000-07-23,NA,48.1556283354368,15.9375
"206",2000-07-24,NA,48.1556283354368,15.9375
"207",2000-07-25,NA,48.1556283354368,15.9375
"208",2000-07-26,NA,48.1556283354368,15.9375
"209",2000-07-27,NA,48.1556283354368,15.9375
"210",2000-07-28,-4.86931705474854,48.1556283354368,15.9375
"211",2000-07-29,-2.68463206291199,48.1556283354368,15.9375
"212",2000-07-30,-3.8039243221283,48.1556283354368,15.9375
"213",2000-07-31,NA,48.1556283354368,15.9375
"214",2000-08-01,NA,48.1556283354368,15.9375
"215",2000-08-02,NA,48.1556283354368,15.9375
"216",2000-08-03,NA,48.1556283354368,15.9375
"217",2000-08-04,-5.24448013305664,48.1556283354368,15.9375
"218",2000-08-05,-2.55474162101746,48.1556283354368,15.9375
"219",2000-08-06,-3.94176912307739,48.1556283354368,15.9375
"220",2000-08-07,-2.83909201622009,48.1556283354368,15.9375
"221",2000-08-08,NA,48.1556283354368,15.9375
"222",2000-08-09,NA,48.1556283354368,15.9375
"223",2000-08-10,NA,48.1556283354368,15.9375
"224",2000-08-11,-4.46853828430176,48.1556283354368,15.9375
"225",2000-08-12,-4.20555782318115,48.1556283354368,15.9375
"226",2000-08-13,-6.16121816635132,48.1556283354368,15.9375
"227",2000-08-14,NA,48.1556283354368,15.9375
"228",2000-08-15,NA,48.1556283354368,15.9375
"229",2000-08-16,NA,48.1556283354368,15.9375
"230",2000-08-17,NA,48.1556283354368,15.9375
"231",2000-08-18,NA,48.1556283354368,15.9375
"232",2000-08-19,NA,48.1556283354368,15.9375
"233",2000-08-20,NA,48.1556283354368,15.9375
"234",2000-08-21,NA,48.1556283354368,15.9375
"235",2000-08-22,NA,48.1556283354368,15.9375
"236",2000-08-23,NA,48.1556283354368,15.9375
"237",2000-08-24,NA,48.1556283354368,15.9375
"238",2000-08-25,NA,48.1556283354368,15.9375
"239",2000-08-26,NA,48.1556283354368,15.9375
"240",2000-08-27,NA,48.1556283354368,15.9375
"241",2000-08-28,NA,48.1556283354368,15.9375
"242",2000-08-29,NA,48.1556283354368,15.9375
"243",2000-08-30,-4.60766363143921,48.1556283354368,15.9375
"244",2000-08-31,NA,48.1556283354368,15.9375
"245",2000-09-01,NA,48.1556283354368,15.9375
"246",2000-09-02,-1.79637587070465,48.1556283354368,15.9375
"247",2000-09-03,-3.14441394805908,48.1556283354368,15.9375
"248",2000-09-04,-3.2969810962677,48.1556283354368,15.9375
"249",2000-09-05,NA,48.1556283354368,15.9375
"250",2000-09-06,-2.4920666217804,48.1556283354368,15.9375
"251",2000-09-07,-5.18100452423096,48.1556283354368,15.9375
"252",2000-09-08,NA,48.1556283354368,15.9375
"253",2000-09-09,NA,48.1556283354368,15.9375
"254",2000-09-10,NA,48.1556283354368,15.9375
"255",2000-09-11,NA,48.1556283354368,15.9375
"256",2000-09-12,NA,48.1556283354368,15.9375
"257",2000-09-13,-2.59181475639343,48.1556283354368,15.9375
"258",2000-09-14,NA,48.1556283354368,15.9375
"259",2000-09-15,NA,48.1556283354368,15.9375
"260",2000-09-16,-0.122680447995663,48.1556283354368,15.9375
"261",2000-09-17,-1.61019039154053,48.1556283354368,15.9375
"262",2000-09-18,-2.16702747344971,48.1556283354368,15.9375
"263",2000-09-19,NA,48.1556283354368,15.9375
"264",2000-09-20,NA,48.1556283354368,15.9375
"265",2000-09-21,-1.52840304374695,48.1556283354368,15.9375
"266",2000-09-22,NA,48.1556283354368,15.9375
"267",2000-09-23,NA,48.1556283354368,15.9375
"268",2000-09-24,NA,48.1556283354368,15.9375
"269",2000-09-25,-0.983886480331421,48.1556283354368,15.9375
"270",2000-09-26,NA,48.1556283354368,15.9375
"271",2000-09-27,NA,48.1556283354368,15.9375
"272",2000-09-28,NA,48.1556283354368,15.9375
"273",2000-09-29,NA,48.1556283354368,15.9375
"274",2000-09-30,-4.73976564407349,48.1556283354368,15.9375
"275",2000-10-01,-9.54807281494141,48.1556283354368,15.9375
"276",2000-10-02,-5.16714715957642,48.1556283354368,15.9375
"277",2000-10-03,-7.40101194381714,48.1556283354368,15.9375
"278",2000-10-04,-3.34218645095825,48.1556283354368,15.9375
"279",2000-10-05,-4.23272609710693,48.1556283354368,15.9375
"280",2000-10-06,-9.23251056671143,48.1556283354368,15.9375
"281",2000-10-07,-5.98745012283325,48.1556283354368,15.9375
"282",2000-10-08,-2.66319727897644,48.1556283354368,15.9375
"283",2000-10-09,-5.75814008712769,48.1556283354368,15.9375
"284",2000-10-10,-8.44715881347656,48.1556283354368,15.9375
"285",2000-10-11,-2.08154344558716,48.1556283354368,15.9375
"286",2000-10-12,-1.64287853240967,48.1556283354368,15.9375
"287",2000-10-13,-0.841859459877014,48.1556283354368,15.9375
"288",2000-10-14,-1.2482738494873,48.1556283354368,15.9375
"289",2000-10-15,-2.0962221622467,48.1556283354368,15.9375
"290",2000-10-16,-1.94308400154114,48.1556283354368,15.9375
"291",2000-10-17,-6.62545585632324,48.1556283354368,15.9375
"292",2000-10-18,-8.7100248336792,48.1556283354368,15.9375
"293",2000-10-19,-7.23571062088013,48.1556283354368,15.9375
"294",2000-10-20,-5.52981662750244,48.1556283354368,15.9375
"295",2000-10-21,NA,48.1556283354368,15.9375
"296",2000-10-22,NA,48.1556283354368,15.9375
"297",2000-10-23,-2.57103610038757,48.1556283354368,15.9375
"298",2000-10-24,-2.52170467376709,48.1556283354368,15.9375
"299",2000-10-25,-2.17476081848145,48.1556283354368,15.9375
"300",2000-10-26,-3.76680302619934,48.1556283354368,15.9375
"301",2000-10-27,-3.64855599403381,48.1556283354368,15.9375
"302",2000-10-28,NA,48.1556283354368,15.9375
"303",2000-10-29,-2.59181833267212,48.1556283354368,15.9375
"304",2000-10-30,-1.50780355930328,48.1556283354368,15.9375
"305",2000-10-31,-2.31861591339111,48.1556283354368,15.9375
"306",2000-11-01,-8.9966869354248,48.1556283354368,15.9375
"307",2000-11-02,-1.47900974750519,48.1556283354368,15.9375
"308",2000-11-03,-6.04473733901978,48.1556283354368,15.9375
"309",2000-11-04,-6.70863914489746,48.1556283354368,15.9375
"310",2000-11-05,-3.18891453742981,48.1556283354368,15.9375
"311",2000-11-06,-3.96886086463928,48.1556283354368,15.9375
"312",2000-11-07,-7.54659938812256,48.1556283354368,15.9375
"313",2000-11-08,-6.72977638244629,48.1556283354368,15.9375
"314",2000-11-09,-3.97071599960327,48.1556283354368,15.9375
"315",2000-11-10,-1.89602732658386,48.1556283354368,15.9375
"316",2000-11-11,NA,48.1556283354368,15.9375
"317",2000-11-12,NA,48.1556283354368,15.9375
"318",2000-11-13,-0.419785559177399,48.1556283354368,15.9375
"319",2000-11-14,-0.300381779670715,48.1556283354368,15.9375
"320",2000-11-15,-3.42897796630859,48.1556283354368,15.9375
"321",2000-11-16,-7.40676021575928,48.1556283354368,15.9375
"322",2000-11-17,-0.96373063325882,48.1556283354368,15.9375
"323",2000-11-18,-3.15870213508606,48.1556283354368,15.9375
"324",2000-11-19,-2.25617122650146,48.1556283354368,15.9375
"325",2000-11-20,-7.23596000671387,48.1556283354368,15.9375
"326",2000-11-21,-9.66540908813477,48.1556283354368,15.9375
"327",2000-11-22,-8.84441375732422,48.1556283354368,15.9375
"328",2000-11-23,-3.52156186103821,48.1556283354368,15.9375
"329",2000-11-24,-4.92277765274048,48.1556283354368,15.9375
"330",2000-11-25,-7.83999729156494,48.1556283354368,15.9375
"331",2000-11-26,-11.8077030181885,48.1556283354368,15.9375
"332",2000-11-27,-8.59332752227783,48.1556283354368,15.9375
"333",2000-11-28,-3.05402112007141,48.1556283354368,15.9375
"334",2000-11-29,-1.71506094932556,48.1556283354368,15.9375
"335",2000-11-30,-0.941330969333649,48.1556283354368,15.9375
"336",2000-12-01,-1.84292364120483,48.1556283354368,15.9375
"337",2000-12-02,-1.62802994251251,48.1556283354368,15.9375
"338",2000-12-03,-0.860328137874603,48.1556283354368,15.9375
"339",2000-12-04,-2.20753717422485,48.1556283354368,15.9375
"340",2000-12-05,-3.30377721786499,48.1556283354368,15.9375
"341",2000-12-06,-3.35526013374329,48.1556283354368,15.9375
"342",2000-12-07,-4.29342889785767,48.1556283354368,15.9375
"343",2000-12-08,-2.70971965789795,48.1556283354368,15.9375
"344",2000-12-09,-0.704968750476837,48.1556283354368,15.9375
"345",2000-12-10,-2.30338931083679,48.1556283354368,15.9375
"346",2000-12-11,-3.96513414382935,48.1556283354368,15.9375
"347",2000-12-12,-2.66793608665466,48.1556283354368,15.9375
"348",2000-12-13,-2.45315098762512,48.1556283354368,15.9375
"349",2000-12-14,-1.39794659614563,48.1556283354368,15.9375
"350",2000-12-15,-1.72177004814148,48.1556283354368,15.9375
"351",2000-12-16,NA,48.1556283354368,15.9375
"352",2000-12-17,-3.86404633522034,48.1556283354368,15.9375
"353",2000-12-18,-4.22207450866699,48.1556283354368,15.9375
"354",2000-12-19,-3.36380863189697,48.1556283354368,15.9375
"355",2000-12-20,-5.28919506072998,48.1556283354368,15.9375
"356",2000-12-21,-7.99084424972534,48.1556283354368,15.9375
"357",2000-12-22,NA,48.1556283354368,15.9375
"358",2000-12-23,-4.05167150497437,48.1556283354368,15.9375
"359",2000-12-24,-3.42720174789429,48.1556283354368,15.9375
"360",2000-12-25,-4.66972160339355,48.1556283354368,15.9375
"361",2000-12-26,-8.09383678436279,48.1556283354368,15.9375
"362",2000-12-27,-12.6456718444824,48.1556283354368,15.9375
"363",2000-12-28,-14.7733945846558,48.1556283354368,15.9375
"364",2000-12-29,-9.73440647125244,48.1556283354368,15.9375
"365",2000-12-30,-13.5994386672974,48.1556283354368,15.9375
"366",2000-12-31,-7.38708209991455,48.1556283354368,15.9375
"367",2001-01-01,NA,48.1556283354368,15.9375
"368",2001-01-02,-1.35765671730042,48.1556283354368,15.9375
"369",2001-01-03,-2.1821129322052,48.1556283354368,15.9375
"370",2001-01-04,-7.33356761932373,48.1556283354368,15.9375
"371",2001-01-05,-3.63995313644409,48.1556283354368,15.9375
"372",2001-01-06,-1.59007155895233,48.1556283354368,15.9375
"373",2001-01-07,-6.0099778175354,48.1556283354368,15.9375
"374",2001-01-08,-10.0667352676392,48.1556283354368,15.9375
"375",2001-01-09,-11.4491405487061,48.1556283354368,15.9375
"376",2001-01-10,-1.36845278739929,48.1556283354368,15.9375
"377",2001-01-11,-0.876640379428864,48.1556283354368,15.9375
"378",2001-01-12,-2.92482352256775,48.1556283354368,15.9375
"379",2001-01-13,NA,48.1556283354368,15.9375
"380",2001-01-14,NA,48.1556283354368,15.9375
"381",2001-01-15,-6.80154943466187,48.1556283354368,15.9375
"382",2001-01-16,-7.33929824829102,48.1556283354368,15.9375
"383",2001-01-17,-4.05195093154907,48.1556283354368,15.9375
"384",2001-01-18,-3.77551198005676,48.1556283354368,15.9375
"385",2001-01-19,-4.25636053085327,48.1556283354368,15.9375
"386",2001-01-20,-5.33756256103516,48.1556283354368,15.9375
"387",2001-01-21,-7.37404918670654,48.1556283354368,15.9375
"388",2001-01-22,-5.1729040145874,48.1556283354368,15.9375
"389",2001-01-23,-3.86856722831726,48.1556283354368,15.9375
"390",2001-01-24,-1.08134567737579,48.1556283354368,15.9375
"391",2001-01-25,-1.72358429431915,48.1556283354368,15.9375
"392",2001-01-26,-0.797240853309631,48.1556283354368,15.9375
"393",2001-01-27,-3.03061509132385,48.1556283354368,15.9375
"394",2001-01-28,-4.94876098632812,48.1556283354368,15.9375
"395",2001-01-29,-5.85250759124756,48.1556283354368,15.9375
"396",2001-01-30,-8.86552715301514,48.1556283354368,15.9375
"397",2001-01-31,NA,48.1556283354368,15.9375
"398",2001-02-01,NA,48.1556283354368,15.9375
"399",2001-02-02,NA,48.1556283354368,15.9375
"400",2001-02-03,-2.81105327606201,48.1556283354368,15.9375
"401",2001-02-04,-3.39191746711731,48.1556283354368,15.9375
"402",2001-02-05,-3.22225499153137,48.1556283354368,15.9375
"403",2001-02-06,-2.47447991371155,48.1556283354368,15.9375
"404",2001-02-07,-1.76898610591888,48.1556283354368,15.9375
"405",2001-02-08,-1.31864297389984,48.1556283354368,15.9375
"406",2001-02-09,-2.49176812171936,48.1556283354368,15.9375
"407",2001-02-10,-6.87998247146606,48.1556283354368,15.9375
"408",2001-02-11,NA,48.1556283354368,15.9375
"409",2001-02-12,-2.15582227706909,48.1556283354368,15.9375
"410",2001-02-13,NA,48.1556283354368,15.9375
"411",2001-02-14,NA,48.1556283354368,15.9375
"412",2001-02-15,NA,48.1556283354368,15.9375
"413",2001-02-16,-2.3910493850708,48.1556283354368,15.9375
"414",2001-02-17,-3.3125171661377,48.1556283354368,15.9375
"415",2001-02-18,NA,48.1556283354368,15.9375
"416",2001-02-19,NA,48.1556283354368,15.9375
"417",2001-02-20,NA,48.1556283354368,15.9375
"418",2001-02-21,NA,48.1556283354368,15.9375
"419",2001-02-22,-7.82339382171631,48.1556283354368,15.9375
"420",2001-02-23,NA,48.1556283354368,15.9375
"421",2001-02-24,-8.04670810699463,48.1556283354368,15.9375
"422",2001-02-25,NA,48.1556283354368,15.9375
"423",2001-02-26,-4.75382995605469,48.1556283354368,15.9375
"424",2001-02-27,-5.78674077987671,48.1556283354368,15.9375
"425",2001-02-28,-6.86304044723511,48.1556283354368,15.9375
"426",2001-03-01,-7.49020862579346,48.1556283354368,15.9375
"427",2001-03-02,-9.9064998626709,48.1556283354368,15.9375
"428",2001-03-03,-4.93733644485474,48.1556283354368,15.9375
"429",2001-03-04,-2.08858728408813,48.1556283354368,15.9375
"430",2001-03-05,-2.7651686668396,48.1556283354368,15.9375
"431",2001-03-06,-6.68795204162598,48.1556283354368,15.9375
"432",2001-03-07,-2.06461453437805,48.1556283354368,15.9375
"433",2001-03-08,-3.0479724407196,48.1556283354368,15.9375
"434",2001-03-09,-5.61066055297852,48.1556283354368,15.9375
"435",2001-03-10,-3.61469602584839,48.1556283354368,15.9375
"436",2001-03-11,-2.38674974441528,48.1556283354368,15.9375
"437",2001-03-12,-1.8413964509964,48.1556283354368,15.9375
"438",2001-03-13,-6.54299879074097,48.1556283354368,15.9375
"439",2001-03-14,-0.841617822647095,48.1556283354368,15.9375
"440",2001-03-15,NA,48.1556283354368,15.9375
"441",2001-03-16,-1.27990484237671,48.1556283354368,15.9375
"442",2001-03-17,-0.698462665081024,48.1556283354368,15.9375
"443",2001-03-18,-1.63019251823425,48.1556283354368,15.9375
"444",2001-03-19,NA,48.1556283354368,15.9375
"445",2001-03-20,-2.59176921844482,48.1556283354368,15.9375
"446",2001-03-21,-1.15999293327332,48.1556283354368,15.9375
"447",2001-03-22,-1.74255990982056,48.1556283354368,15.9375
"448",2001-03-23,NA,48.1556283354368,15.9375
"449",2001-03-24,NA,48.1556283354368,15.9375
"450",2001-03-25,NA,48.1556283354368,15.9375
"451",2001-03-26,NA,48.1556283354368,15.9375
"452",2001-03-27,-5.58510494232178,48.1556283354368,15.9375
"453",2001-03-28,-6.25134468078613,48.1556283354368,15.9375
"454",2001-03-29,-2.28681588172913,48.1556283354368,15.9375
"455",2001-03-30,-2.9646201133728,48.1556283354368,15.9375
"456",2001-03-31,-3.32279849052429,48.1556283354368,15.9375
"457",2001-04-01,NA,48.1556283354368,15.9375
"458",2001-04-02,NA,48.1556283354368,15.9375
"459",2001-04-03,NA,48.1556283354368,15.9375
"460",2001-04-04,-1.21878719329834,48.1556283354368,15.9375
"461",2001-04-05,-7.62080001831055,48.1556283354368,15.9375
"462",2001-04-06,-2.98047471046448,48.1556283354368,15.9375
"463",2001-04-07,-4.92971515655518,48.1556283354368,15.9375
"464",2001-04-08,-10.1755380630493,48.1556283354368,15.9375
"465",2001-04-09,-0.113336473703384,48.1556283354368,15.9375
"466",2001-04-10,-1.44316875934601,48.1556283354368,15.9375
"467",2001-04-11,-6.51978540420532,48.1556283354368,15.9375
